scientificName,decimalLatitude,decimalLongitude,id,Coordenadas médias_MEAN_X,Coordenadas médias_MEAN_Y
Austrolycopodium erectum,-17.41667,-39.73333,8739,-39.69383059,-17.44793161
Austrolycopodium erectum,-20.40992,-41.83711,7635,-41.94383059,-20.44793161
Austrolycopodium erectum,-20.42058,-41.81097,7635,-41.94383059,-20.44793161
Austrolycopodium erectum,-20.4333,-41.8683,7635,-41.94383059,-20.44793161
Austrolycopodium erectum,-20.43656,-41.79894,7635,-41.94383059,-20.44793161
Austrolycopodium erectum,-20.45806,-41.80917,7635,-41.94383059,-20.44793161
Austrolycopodium erectum,-20.45806,-41.80917,7635,-41.94383059,-20.44793161
Austrolycopodium erectum,-20.47167,-41.82833,7635,-41.94383059,-20.44793161
Austrolycopodium erectum,-20.47167,-41.82861,7635,-41.94383059,-20.44793161
Austrolycopodium erectum,-20.47472,-41.82917,7635,-41.94383059,-20.44793161
Austrolycopodium erectum,-20.5231,-41.9044,7635,-41.94383059,-20.44793161
Austrolycopodium erectum,-22.20444,-44.76944,6278,-44.69383059,-22.19793161
Austrolycopodium erectum,-22.25,-44.56667,6278,-44.69383059,-22.19793161
Austrolycopodium erectum,-22.33803,-44.75,6278,-44.69383059,-22.19793161
Austrolycopodium erectum,-22.33803,-44.75,6278,-44.69383059,-22.19793161
Austrolycopodium erectum,-22.35978,-44.73706,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.37267,-44.67869,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.37583,-44.6975,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.38,-44.66306,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.38,-44.66306,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.38,-44.6631,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.38278,-44.66694,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.38278,-44.66694,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.38306,-44.68444,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.38306,-44.68444,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.38361,-44.67833,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.38611,-44.67861,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.38614,-44.67863,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.38614,-44.67863,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.39806,-44.68056,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.39806,-44.68056,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.39806,-44.68056,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.39806,-44.68056,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.39806,-44.68061,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.42806,-44.84278,6155,-44.94383059,-22.44793161
Austrolycopodium erectum,-22.42806,-44.84278,6155,-44.94383059,-22.44793161
Austrolycopodium erectum,-22.4689,-44.4467,6403,-44.44383059,-22.44793161
Austrolycopodium erectum,-22.4961,-44.5633,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-22.4961,-44.5633,6279,-44.69383059,-22.44793161
Austrolycopodium erectum,-27.82183,-48.89739,4192,-48.94383059,-27.69793161
Austrolycopodium erectum,-27.82194,-48.8975,4192,-48.94383059,-27.69793161
Austrolycopodium erectum,-27.82194,-48.8975,4192,-48.94383059,-27.69793161
Austrolycopodium erectum,-28.015,-49.5917,3821,-49.69383059,-27.94793161
Austrolycopodium erectum,-28.015,-49.5917,3821,-49.69383059,-27.94793161
Austrolycopodium erectum,-28.1311,-49.1053,4070,-49.19383059,-28.19793161
Austrolycopodium erectum,-28.16306,-49.60639,3822,-49.69383059,-28.19793161
Austrolycopodium erectum,-28.16306,-49.60639,3822,-49.69383059,-28.19793161
Austrolycopodium erectum,-28.16306,-49.60639,3822,-49.69383059,-28.19793161
Diphasiastrum falcatum,-22.46028,-43.03,7147,-42.94383059,-22.44793161
Diphasiastrum falcatum,-25.3656,-49.0769,4059,-49.19383059,-25.44793161
Diphasiastrum falcatum,-25.93972,-48.87278,4185,-48.94383059,-25.94793161
Diphasiastrum falcatum,-25.93972,-48.87278,4185,-48.94383059,-25.94793161
Diphasiastrum falcatum,-27.81083,-48.88056,4192,-48.94383059,-27.69793161
Diphasiastrum falcatum,-27.81083,-48.88056,4192,-48.94383059,-27.69793161
Diphasiastrum thyoides,-18.01539,-42.75411,7253,-42.69383059,-17.94793161
Diphasiastrum thyoides,-18.9186,-48.2772,4529,-48.19383059,-18.94793161
Diphasiastrum thyoides,-19.82389,-43.66933,6764,-43.69383059,-19.69793161
Diphasiastrum thyoides,-19.93111,-40.68361,8253,-40.69383059,-19.94793161
Diphasiastrum thyoides,-19.93111,-40.68361,8253,-40.69383059,-19.94793161
Diphasiastrum thyoides,-19.93111,-40.68361,8253,-40.69383059,-19.94793161
Diphasiastrum thyoides,-20.0406,-40.7461,8253,-40.69383059,-19.94793161
Diphasiastrum thyoides,-20.066,-43.95908,6641,-43.94383059,-19.94793161
Diphasiastrum thyoides,-20.06722,-42.07789,7509,-42.19383059,-19.94793161
Diphasiastrum thyoides,-20.06917,-42.08861,7509,-42.19383059,-19.94793161
Diphasiastrum thyoides,-20.0742,-41.1239,8005,-41.19383059,-19.94793161
Diphasiastrum thyoides,-20.0747,-43.4075,6889,-43.44383059,-19.94793161
Diphasiastrum thyoides,-20.08833,-43.68833,6765,-43.69383059,-19.94793161
Diphasiastrum thyoides,-20.20986,-43.57431,6766,-43.69383059,-20.19793161
Diphasiastrum thyoides,-20.21881,-43.58117,6766,-43.69383059,-20.19793161
Diphasiastrum thyoides,-20.24417,-43.53969,6890,-43.44383059,-20.19793161
Diphasiastrum thyoides,-20.2875,-43.5081,6890,-43.44383059,-20.19793161
Diphasiastrum thyoides,-20.2875,-43.5081,6890,-43.44383059,-20.19793161
Diphasiastrum thyoides,-20.2875,-43.5081,6890,-43.44383059,-20.19793161
Diphasiastrum thyoides,-20.2875,-43.5081,6890,-43.44383059,-20.19793161
Diphasiastrum thyoides,-20.2875,-43.5081,6890,-43.44383059,-20.19793161
Diphasiastrum thyoides,-20.2875,-43.5081,6890,-43.44383059,-20.19793161
Diphasiastrum thyoides,-20.2875,-43.5081,6890,-43.44383059,-20.19793161
Diphasiastrum thyoides,-20.3458,-41.5358,7882,-41.44383059,-20.19793161
Diphasiastrum thyoides,-20.3458,-41.5358,7882,-41.44383059,-20.19793161
Diphasiastrum thyoides,-20.36167,-41.47111,7883,-41.44383059,-20.44793161
Diphasiastrum thyoides,-20.3778,-43.4161,6891,-43.44383059,-20.44793161
Diphasiastrum thyoides,-20.40972,-41.83694,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.40992,-41.83711,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.41,-41.83722,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.41,-41.83722,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.4128,-40.6831,8255,-40.69383059,-20.44793161
Diphasiastrum thyoides,-20.41803,-43.50519,6891,-43.44383059,-20.44793161
Diphasiastrum thyoides,-20.42083,-41.85333,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.42083,-41.8535,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.42083,-41.8535,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.42167,-41.82114,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.43028,-43.50519,6891,-43.44383059,-20.44793161
Diphasiastrum thyoides,-20.43056,-43.50528,6891,-43.44383059,-20.44793161
Diphasiastrum thyoides,-20.4333,-41.8683,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.4333,-41.8683,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.4333,-41.8683,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.45,-41.83,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.45,-41.83,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.49111,-41.82139,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.49111,-41.82139,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.51917,-41.10056,8007,-41.19383059,-20.44793161
Diphasiastrum thyoides,-20.51917,-41.10056,8007,-41.19383059,-20.44793161
Diphasiastrum thyoides,-20.51917,-41.10056,8007,-41.19383059,-20.44793161
Diphasiastrum thyoides,-20.51917,-41.10056,8007,-41.19383059,-20.44793161
Diphasiastrum thyoides,-20.51917,-41.10056,8007,-41.19383059,-20.44793161
Diphasiastrum thyoides,-20.51917,-41.10056,8007,-41.19383059,-20.44793161
Diphasiastrum thyoides,-20.51917,-41.10056,8007,-41.19383059,-20.44793161
Diphasiastrum thyoides,-20.51917,-41.10056,8007,-41.19383059,-20.44793161
Diphasiastrum thyoides,-20.51917,-41.10056,8007,-41.19383059,-20.44793161
Diphasiastrum thyoides,-20.5208,-43.6919,6767,-43.69383059,-20.44793161
Diphasiastrum thyoides,-20.5208,-43.6919,6767,-43.69383059,-20.44793161
Diphasiastrum thyoides,-20.5211,-41.0972,8007,-41.19383059,-20.44793161
Diphasiastrum thyoides,-20.52111,-41.09722,8007,-41.19383059,-20.44793161
Diphasiastrum thyoides,-20.52141,-41.907,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.52141,-41.90701,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.52167,-41.09667,8007,-41.19383059,-20.44793161
Diphasiastrum thyoides,-20.5231,-41.9044,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.5231,-41.9044,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.5231,-41.9044,7635,-41.94383059,-20.44793161
Diphasiastrum thyoides,-20.6036,-41.1847,8008,-41.19383059,-20.69793161
Diphasiastrum thyoides,-20.6036,-41.1847,8008,-41.19383059,-20.69793161
Diphasiastrum thyoides,-20.6036,-41.1847,8008,-41.19383059,-20.69793161
Diphasiastrum thyoides,-20.61861,-41.79111,7760,-41.69383059,-20.69793161
Diphasiastrum thyoides,-20.66167,-42.42056,7388,-42.44383059,-20.69793161
Diphasiastrum thyoides,-20.6667,-42.5208,7388,-42.44383059,-20.69793161
Diphasiastrum thyoides,-20.6667,-42.5208,7388,-42.44383059,-20.69793161
Diphasiastrum thyoides,-20.6667,-42.5208,7388,-42.44383059,-20.69793161
Diphasiastrum thyoides,-20.6667,-42.5208,7388,-42.44383059,-20.69793161
Diphasiastrum thyoides,-20.6667,-42.5208,7388,-42.44383059,-20.69793161
Diphasiastrum thyoides,-20.6667,-42.5208,7388,-42.44383059,-20.69793161
Diphasiastrum thyoides,-20.6667,-42.5208,7388,-42.44383059,-20.69793161
Diphasiastrum thyoides,-20.6667,-42.5208,7388,-42.44383059,-20.69793161
Diphasiastrum thyoides,-20.6667,-42.5208,7388,-42.44383059,-20.69793161
Diphasiastrum thyoides,-20.6667,-42.5208,7388,-42.44383059,-20.69793161
Diphasiastrum thyoides,-20.71,-44.9853,6148,-44.94383059,-20.69793161
Diphasiastrum thyoides,-20.7331,-42.0294,7636,-41.94383059,-20.69793161
Diphasiastrum thyoides,-20.7331,-42.0294,7636,-41.94383059,-20.69793161
Diphasiastrum thyoides,-20.7331,-42.0294,7636,-41.94383059,-20.69793161
Diphasiastrum thyoides,-20.73333,-42.46667,7388,-42.44383059,-20.69793161
Diphasiastrum thyoides,-21.165,-45.64111,5778,-45.69383059,-21.19793161
Diphasiastrum thyoides,-21.4597,-42.9675,7143,-42.94383059,-21.44793161
Diphasiastrum thyoides,-21.4597,-42.9675,7143,-42.94383059,-21.44793161
Diphasiastrum thyoides,-21.4597,-42.9675,7143,-42.94383059,-21.44793161
Diphasiastrum thyoides,-21.70561,-43.87097,6648,-43.94383059,-21.69793161
Diphasiastrum thyoides,-21.84806,-41.86611,7641,-41.94383059,-21.94793161
Diphasiastrum thyoides,-21.84806,-41.86611,7641,-41.94383059,-21.94793161
Diphasiastrum thyoides,-21.84806,-41.86611,7641,-41.94383059,-21.94793161
Diphasiastrum thyoides,-21.84806,-41.86611,7641,-41.94383059,-21.94793161
Diphasiastrum thyoides,-21.84806,-41.86611,7641,-41.94383059,-21.94793161
Diphasiastrum thyoides,-21.84806,-41.86611,7641,-41.94383059,-21.94793161
Diphasiastrum thyoides,-21.86556,-41.90111,7641,-41.94383059,-21.94793161
Diphasiastrum thyoides,-21.89,-41.91,7641,-41.94383059,-21.94793161
Diphasiastrum thyoides,-21.89111,-41.91222,7641,-41.94383059,-21.94793161
Diphasiastrum thyoides,-21.89111,-41.91222,7641,-41.94383059,-21.94793161
Diphasiastrum thyoides,-21.89805,-41.91167,7641,-41.94383059,-21.94793161
Diphasiastrum thyoides,-21.89805,-41.91167,7641,-41.94383059,-21.94793161
Diphasiastrum thyoides,-21.89806,-41.91167,7641,-41.94383059,-21.94793161
Diphasiastrum thyoides,-21.93,-46.71,5285,-46.69383059,-21.94793161
Diphasiastrum thyoides,-21.9472,-44.1911,6525,-44.19383059,-21.94793161
Diphasiastrum thyoides,-21.9472,-44.1911,6525,-44.19383059,-21.94793161
Diphasiastrum thyoides,-21.9589,-44.89,6153,-44.94383059,-21.94793161
Diphasiastrum thyoides,-21.9589,-44.89,6153,-44.94383059,-21.94793161
Diphasiastrum thyoides,-21.9589,-44.89,6153,-44.94383059,-21.94793161
Diphasiastrum thyoides,-21.9589,-44.89,6153,-44.94383059,-21.94793161
Diphasiastrum thyoides,-21.96528,-43.83083,6649,-43.94383059,-21.94793161
Diphasiastrum thyoides,-21.96528,-43.83083,6649,-43.94383059,-21.94793161
Diphasiastrum thyoides,-21.9653,-43.8308,6649,-43.94383059,-21.94793161
Diphasiastrum thyoides,-22.04236,-44.64225,6277,-44.69383059,-21.94793161
Diphasiastrum thyoides,-22.04236,-44.64225,6277,-44.69383059,-21.94793161
Diphasiastrum thyoides,-22.0892,-43.8278,6649,-43.94383059,-21.94793161
Diphasiastrum thyoides,-22.0892,-43.8278,6649,-43.94383059,-21.94793161
Diphasiastrum thyoides,-22.10819,-44.29428,6402,-44.44383059,-22.19793161
Diphasiastrum thyoides,-22.1259,-44.75061,6278,-44.69383059,-22.19793161
Diphasiastrum thyoides,-22.1259,-44.75061,6278,-44.69383059,-22.19793161
Diphasiastrum thyoides,-22.13611,-44.74222,6278,-44.69383059,-22.19793161
Diphasiastrum thyoides,-22.13794,-44.74825,6278,-44.69383059,-22.19793161
Diphasiastrum thyoides,-22.13794,-44.74825,6278,-44.69383059,-22.19793161
Diphasiastrum thyoides,-22.13794,-44.74825,6278,-44.69383059,-22.19793161
Diphasiastrum thyoides,-22.21484,-44.73281,6278,-44.69383059,-22.19793161
Diphasiastrum thyoides,-22.25,-44.56667,6278,-44.69383059,-22.19793161
Diphasiastrum thyoides,-22.25,-44.56667,6278,-44.69383059,-22.19793161
Diphasiastrum thyoides,-22.26917,-44.70722,6278,-44.69383059,-22.19793161
Diphasiastrum thyoides,-22.27694,-43.01694,7146,-42.94383059,-22.19793161
Diphasiastrum thyoides,-22.27722,-43.01694,7146,-42.94383059,-22.19793161
Diphasiastrum thyoides,-22.27722,-43.01694,7146,-42.94383059,-22.19793161
Diphasiastrum thyoides,-22.2819,-42.5311,7394,-42.44383059,-22.19793161
Diphasiastrum thyoides,-22.2819,-42.5311,7394,-42.44383059,-22.19793161
Diphasiastrum thyoides,-22.2819,-42.5311,7394,-42.44383059,-22.19793161
Diphasiastrum thyoides,-22.2819,-42.5311,7394,-42.44383059,-22.19793161
Diphasiastrum thyoides,-22.2819,-42.5311,7394,-42.44383059,-22.19793161
Diphasiastrum thyoides,-22.2819,-42.5311,7394,-42.44383059,-22.19793161
Diphasiastrum thyoides,-22.2819,-42.5311,7394,-42.44383059,-22.19793161
Diphasiastrum thyoides,-22.2819,-42.5311,7394,-42.44383059,-22.19793161
Diphasiastrum thyoides,-22.2819,-42.5311,7394,-42.44383059,-22.19793161
Diphasiastrum thyoides,-22.28194,-42.53111,7394,-42.44383059,-22.19793161
Diphasiastrum thyoides,-22.28194,-42.53111,7394,-42.44383059,-22.19793161
Diphasiastrum thyoides,-22.28194,-42.53111,7394,-42.44383059,-22.19793161
Diphasiastrum thyoides,-22.28555,-44.61333,6278,-44.69383059,-22.19793161
Diphasiastrum thyoides,-22.34556,-42.72389,7270,-42.69383059,-22.19793161
Diphasiastrum thyoides,-22.34583,-44.7425,6278,-44.69383059,-22.19793161
Diphasiastrum thyoides,-22.35194,-42.58555,7271,-42.69383059,-22.44793161
Diphasiastrum thyoides,-22.35389,-44.73611,6279,-44.69383059,-22.44793161
Diphasiastrum thyoides,-22.35389,-44.73611,6279,-44.69383059,-22.44793161
Diphasiastrum thyoides,-22.35444,-42.76194,7271,-42.69383059,-22.44793161
Diphasiastrum thyoides,-22.35944,-44.73667,6279,-44.69383059,-22.44793161
Diphasiastrum thyoides,-22.3596,-44.73688,6279,-44.69383059,-22.44793161
Diphasiastrum thyoides,-22.35978,-44.73706,6279,-44.69383059,-22.44793161
Diphasiastrum thyoides,-22.36306,-42.29917,7395,-42.44383059,-22.44793161
Diphasiastrum thyoides,-22.36306,-42.29917,7395,-42.44383059,-22.44793161
Diphasiastrum thyoides,-22.36306,-42.29917,7395,-42.44383059,-22.44793161
Diphasiastrum thyoides,-22.36361,-44.7175,6279,-44.69383059,-22.44793161
Diphasiastrum thyoides,-22.36444,-42.44389,7395,-42.44383059,-22.44793161
Diphasiastrum thyoides,-22.369,-44.74858,6279,-44.69383059,-22.44793161
Diphasiastrum thyoides,-22.36944,-42.60556,7271,-42.69383059,-22.44793161
Diphasiastrum thyoides,-22.37203,-44.75117,6279,-44.69383059,-22.44793161
Diphasiastrum thyoides,-22.3736,-42.5053,7395,-42.44383059,-22.44793161
Diphasiastrum thyoides,-22.37361,-42.50528,7395,-42.44383059,-22.44793161
Diphasiastrum thyoides,-22.37361,-42.50528,7395,-42.44383059,-22.44793161
Diphasiastrum thyoides,-22.37389,-44.75194,6279,-44.69383059,-22.44793161
Diphasiastrum thyoides,-22.37528,-42.495,7395,-42.44383059,-22.44793161
Diphasiastrum thyoides,-22.37528,-42.495,7395,-42.44383059,-22.44793161
Diphasiastrum thyoides,-22.37528,-42.495,7395,-42.44383059,-22.44793161
Diphasiastrum thyoides,-22.37528,-42.495,7395,-42.44383059,-22.44793161
Diphasiastrum thyoides,-22.37528,-42.495,7395,-42.44383059,-22.44793161
Diphasiastrum thyoides,-22.3753,-42.495,7395,-42.44383059,-22.44793161
Diphasiastrum thyoides,-22.37944,-42.80083,7147,-42.94383059,-22.44793161
Diphasiastrum thyoides,-22.37944,-42.80083,7147,-42.94383059,-22.44793161
Diphasiastrum thyoides,-22.37944,-42.80083,7147,-42.94383059,-22.44793161
Diphasiastrum thyoides,-22.38722,-44.67639,6279,-44.69383059,-22.44793161
Diphasiastrum thyoides,-22.38722,-44.67639,6279,-44.69383059,-22.44793161
Diphasiastrum thyoides,-22.3903,-44.9667,6155,-44.94383059,-22.44793161
Diphasiastrum thyoides,-22.39055,-44.67222,6279,-44.69383059,-22.44793161
Diphasiastrum thyoides,-22.41667,-42.98333,7147,-42.94383059,-22.44793161
Diphasiastrum thyoides,-22.41667,-42.98333,7147,-42.94383059,-22.44793161
Diphasiastrum thyoides,-22.4256,-45.4528,5907,-45.44383059,-22.44793161
Diphasiastrum thyoides,-22.43333,-42.51667,7395,-42.44383059,-22.44793161
Diphasiastrum thyoides,-22.43333,-42.51667,7395,-42.44383059,-22.44793161
Diphasiastrum thyoides,-22.44917,-43.01389,7147,-42.94383059,-22.44793161
Diphasiastrum thyoides,-22.44917,-43.01389,7147,-42.94383059,-22.44793161
Diphasiastrum thyoides,-22.4539,-43.4689,6899,-43.44383059,-22.44793161
Diphasiastrum thyoides,-22.46167,-43.02139,7147,-42.94383059,-22.44793161
Diphasiastrum thyoides,-22.46194,-43.02111,7147,-42.94383059,-22.44793161
Diphasiastrum thyoides,-22.46222,-43.02139,7147,-42.94383059,-22.44793161
Diphasiastrum thyoides,-22.46222,-43.02139,7147,-42.94383059,-22.44793161
Diphasiastrum thyoides,-22.46389,-43.01333,7147,-42.94383059,-22.44793161
Diphasiastrum thyoides,-22.46389,-43.01333,7147,-42.94383059,-22.44793161
Diphasiastrum thyoides,-22.4689,-44.4467,6403,-44.44383059,-22.44793161
Diphasiastrum thyoides,-22.48472,-45.08167,6031,-45.19383059,-22.44793161
Diphasiastrum thyoides,-22.48472,-45.08167,6031,-45.19383059,-22.44793161
Diphasiastrum thyoides,-22.4961,-44.5633,6279,-44.69383059,-22.44793161
Diphasiastrum thyoides,-22.505,-43.1783,7023,-43.19383059,-22.44793161
Diphasiastrum thyoides,-22.50861,-45.14778,6031,-45.19383059,-22.44793161
Diphasiastrum thyoides,-22.50861,-45.14778,6031,-45.19383059,-22.44793161
Diphasiastrum thyoides,-22.50885,-43.17847,7023,-43.19383059,-22.44793161
Diphasiastrum thyoides,-22.53156,-45.57332,5783,-45.69383059,-22.44793161
Diphasiastrum thyoides,-22.53167,-45.57333,5783,-45.69383059,-22.44793161
Diphasiastrum thyoides,-22.61722,-45.33333,5908,-45.44383059,-22.69793161
Diphasiastrum thyoides,-22.61722,-45.33333,5908,-45.44383059,-22.69793161
Diphasiastrum thyoides,-22.66,-44.85,6156,-44.94383059,-22.69793161
Diphasiastrum thyoides,-22.66,-44.85,6156,-44.94383059,-22.69793161
Diphasiastrum thyoides,-22.67,-45.62,5784,-45.69383059,-22.69793161
Diphasiastrum thyoides,-22.67,-45.62,5784,-45.69383059,-22.69793161
Diphasiastrum thyoides,-22.68,-44.32,6404,-44.44383059,-22.69793161
Diphasiastrum thyoides,-22.68,-44.32,6404,-44.44383059,-22.69793161
Diphasiastrum thyoides,-22.70211,-44.62969,6280,-44.69383059,-22.69793161
Diphasiastrum thyoides,-22.71389,-45.93667,5660,-45.94383059,-22.69793161
Diphasiastrum thyoides,-22.73,-45.59,5784,-45.69383059,-22.69793161
Diphasiastrum thyoides,-22.73,-45.59,5784,-45.69383059,-22.69793161
Diphasiastrum thyoides,-22.73,-45.59,5784,-45.69383059,-22.69793161
Diphasiastrum thyoides,-22.73,-45.59,5784,-45.69383059,-22.69793161
Diphasiastrum thyoides,-22.73,-45.59,5784,-45.69383059,-22.69793161
Diphasiastrum thyoides,-22.73,-45.59,5784,-45.69383059,-22.69793161
Diphasiastrum thyoides,-22.73,-45.59,5784,-45.69383059,-22.69793161
Diphasiastrum thyoides,-22.73,-45.59,5784,-45.69383059,-22.69793161
Diphasiastrum thyoides,-22.73333,-45.58333,5784,-45.69383059,-22.69793161
Diphasiastrum thyoides,-22.73389,-44.61664,6280,-44.69383059,-22.69793161
Diphasiastrum thyoides,-22.74361,-44.61556,6280,-44.69383059,-22.69793161
Diphasiastrum thyoides,-22.76667,-45.53333,5908,-45.44383059,-22.69793161
Diphasiastrum thyoides,-22.80639,-44.3675,6404,-44.44383059,-22.69793161
Diphasiastrum thyoides,-22.81667,-44.41667,6404,-44.44383059,-22.69793161
Diphasiastrum thyoides,-22.82,-45.66,5784,-45.69383059,-22.69793161
Diphasiastrum thyoides,-22.82,-45.66,5784,-45.69383059,-22.69793161
Diphasiastrum thyoides,-22.84194,-44.19194,6528,-44.19383059,-22.69793161
Diphasiastrum thyoides,-22.842,-44.192,6528,-44.19383059,-22.69793161
Diphasiastrum thyoides,-22.88028,-46.30611,5413,-46.44383059,-22.94793161
Diphasiastrum thyoides,-22.88028,-46.30611,5413,-46.44383059,-22.94793161
Diphasiastrum thyoides,-22.885,-46.02528,5661,-45.94383059,-22.94793161
Diphasiastrum thyoides,-22.89278,-46.33139,5413,-46.44383059,-22.94793161
Diphasiastrum thyoides,-22.90333,-44.16444,6529,-44.19383059,-22.94793161
Diphasiastrum thyoides,-22.90333,-44.16444,6529,-44.19383059,-22.94793161
Diphasiastrum thyoides,-22.92,-45.46,5909,-45.44383059,-22.94793161
Diphasiastrum thyoides,-22.92,-45.46,5909,-45.44383059,-22.94793161
Diphasiastrum thyoides,-23.07,-44.96,6157,-44.94383059,-22.94793161
Diphasiastrum thyoides,-23.07,-44.96,6157,-44.94383059,-22.94793161
Diphasiastrum thyoides,-23.07,-44.96,6157,-44.94383059,-22.94793161
Diphasiastrum thyoides,-23.07,-44.96,6157,-44.94383059,-22.94793161
Diphasiastrum thyoides,-23.07,-44.96,6157,-44.94383059,-22.94793161
Diphasiastrum thyoides,-23.07,-44.96,6157,-44.94383059,-22.94793161
Diphasiastrum thyoides,-23.07,-44.96,6157,-44.94383059,-22.94793161
Diphasiastrum thyoides,-23.07,-44.96,6157,-44.94383059,-22.94793161
Diphasiastrum thyoides,-23.13917,-44.81444,6158,-44.94383059,-23.19793161
Diphasiastrum thyoides,-23.14028,-44.81389,6158,-44.94383059,-23.19793161
Diphasiastrum thyoides,-23.14861,-44.81778,6158,-44.94383059,-23.19793161
Diphasiastrum thyoides,-23.14861,-44.81778,6158,-44.94383059,-23.19793161
Diphasiastrum thyoides,-23.14861,-44.81778,6158,-44.94383059,-23.19793161
Diphasiastrum thyoides,-23.16667,-44.85,6158,-44.94383059,-23.19793161
Diphasiastrum thyoides,-23.16667,-44.85,6158,-44.94383059,-23.19793161
Diphasiastrum thyoides,-23.17167,-44.83389,6158,-44.94383059,-23.19793161
Diphasiastrum thyoides,-23.18,-46.88,5166,-46.94383059,-23.19793161
Diphasiastrum thyoides,-23.2178,-44.7131,6282,-44.69383059,-23.19793161
Diphasiastrum thyoides,-23.2178,-44.7131,6282,-44.69383059,-23.19793161
Diphasiastrum thyoides,-23.23044,-46.93578,5166,-46.94383059,-23.19793161
Diphasiastrum thyoides,-23.23044,-46.93578,5166,-46.94383059,-23.19793161
Diphasiastrum thyoides,-23.23044,-46.93578,5166,-46.94383059,-23.19793161
Diphasiastrum thyoides,-23.23046,-46.93578,5166,-46.94383059,-23.19793161
Diphasiastrum thyoides,-23.23056,-46.93583,5166,-46.94383059,-23.19793161
Diphasiastrum thyoides,-23.25,-46.95,5166,-46.94383059,-23.19793161
Diphasiastrum thyoides,-23.41236,-45.16997,6035,-45.19383059,-23.44793161
Diphasiastrum thyoides,-23.5228,-46.1883,5539,-46.19383059,-23.44793161
Diphasiastrum thyoides,-23.5228,-46.1883,5539,-46.19383059,-23.44793161
Diphasiastrum thyoides,-23.54,-46.63,5291,-46.69383059,-23.44793161
Diphasiastrum thyoides,-23.57556,-51.045,3059,-51.19383059,-23.44793161
Diphasiastrum thyoides,-23.57556,-51.045,3059,-51.19383059,-23.44793161
Diphasiastrum thyoides,-23.64556,-45.6725,5788,-45.69383059,-23.69793161
Diphasiastrum thyoides,-23.65,-45.86667,5664,-45.94383059,-23.69793161
Diphasiastrum thyoides,-23.66,-46.46,5416,-46.44383059,-23.69793161
Diphasiastrum thyoides,-23.66,-46.53,5416,-46.44383059,-23.69793161
Diphasiastrum thyoides,-23.66667,-46.45,5416,-46.44383059,-23.69793161
Diphasiastrum thyoides,-23.7681,-52.4442,2440,-52.44383059,-23.69793161
Diphasiastrum thyoides,-23.7681,-52.4442,2440,-52.44383059,-23.69793161
Diphasiastrum thyoides,-23.85,-46.94,5169,-46.94383059,-23.94793161
Diphasiastrum thyoides,-23.85,-46.94,5169,-46.94383059,-23.94793161
Diphasiastrum thyoides,-23.85,-46.94,5169,-46.94383059,-23.94793161
Diphasiastrum thyoides,-23.85,-46.94,5169,-46.94383059,-23.94793161
Diphasiastrum thyoides,-23.96558,-51.08036,3061,-51.19383059,-23.94793161
